ID,Name,Description,Manufacturer,Medicine Type,Unit,Category,Sub Category,Price,Purchase Price,MRP,Discount,Stock,Expiry Date,Batch Number,OTC,Prescription,Active,Created Date,Last Updated
"MED-2484","GABAPIN NT-100 TAB 1*15","","INTAS GENRIC","","","Skin Care","Antifungal","168.68","151.2","198.45","15","0","1/11/2026","1055628","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2491","JIGREEN 200ML 200ML","","INTAS GENRIC","","","Antibiotics","Cephalosporins","103.6","90.19","121.88","15","1","","1055596","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2538","DUPHALAC SYP 450ML","","SOLVAY","","","Skin Care1","Vitamin D","502.03","449.99","590.62","15","4","1/10/2027","1055347","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2548","FEMILON 21 S TABS 1*21","","ORGANON","","","Vitamins & Supplements","Vitamin D","306.84","288.75","360.99","15","2","1/5/2027","1055239","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2599","JB OIL 100 ML","","JOHNSON","","","Allergy Relief","Nasal Sprays1","127.5","109.6","150","15","0","1/2/2030","1053737","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2610","T WEIGHT CUFF 2 KG 2KG","","FRANCO INDIAN PHARMA","","","Vitamins & Supplements","Multivitamins","1123.95","1486","1322.29","15","2","","1053459","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2611","T HEEL CUSHION X PR M","","FRANCO INDIAN PHARMA","","","Allergy Relief","Nasal Sprays1","759.05","446.5","893","15","5","","1053416","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2614","ENVAS 2.5MG 1*15","","CADILA","","","Children's Medicine","wewerwer","29.71","26.55","34.95","15","4","1/2/2028","1053361","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2636","FLUDAC 10MG CAP 1*10","","CADILA","","","Antibiotics","Cephalosporins","31.11","26.5","36.6","15","3","1/1/2028","1052819","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2410","ENSURE HIGH PROTIN 200GM 200GM","","ABBOTT LABS INDIA PVT. LTD.","","","Skin Care","Antifungal","359.27","366.31","422.67","15","0","1/7/2026","1055898","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2429","T TYNOCREPE 15CM 15CM","","INTAS GENRIC","","","Vitamins & Supplements","Probiotics","415.65","115","489","15","8","","1055824","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2430","T TYNOCREPE 10CM 10CM","","INTAS GENRIC","","","Diabetes Care","Rapid-Acting Insulin","313.65","86","369","15","1","","1055820","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2437","T SCROTAL SUPPORT L L","","INTAS GENRIC","","","Vitamins & Supplements","Omega-3 Fatty Acids","423.3","498","498","15","0","","1055790","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2440","T LUMBO SACRAL BELT XL XL","","INTAS GENRIC","","","Digestive Health","Laxatives","923.95","517.62","1087","15","0","","1055778","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2446","ZIFI 50MG SUP 1","","FDC","","","Skin Care","Acne Treatment","44.39","39.79","52.22","15","4","1/10/2026","1055758","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2471","RZOLE-DSR CAP 1*10","","INTAS GENRIC","","","Skin Care1","Vitamin D","123.51","15.5","145.3","15","49","1/1/2027","1055672","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 11:22:32 am"
"MED-2473","OMNIGEL SPRAY 20GM","","INTAS GENRIC","","","Skin Care1","Vitamin D","88.03","86.79","103.57","15","5","1/6/2027","1055665","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2487","ECOSPRIN GOLD 40 1*15","","INTAS GENRIC","","","Allergy Relief","Antihistamines","219.43","206.55","258.15","15","5","1/1/2027","1055617","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2493","HONEY (HAMDARD) 250GM 250G","","INTAS GENRIC","","","Cold & Flu","Fever Reducers","97.75","115","115","15","0","","1055589","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2519","T TENNIS ELBOW SUPPORT XL","","FRANCO INDIAN PHARMA","","","Skin Care1","Vitamin D","283.05","333","333","15","2","","1055479","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2528","GRIPE WATER DABAR 125ML","","TTK HEALTHCARE","","","Cold & Flu","Cough Suppressants","43.83","34.29","51.56","15","0","","1055388","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 5:11:36 pm"
"MED-2543","CREON 25000MG 1*10","","ABBOTT LABS INDIA PVT. LTD.","","","Skin Care1","Vitamin D","955.23","856.3","1123.8","15","9","1/2/2027","1055330","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2554","JB LOTION 50 GM","","JOHNSON","","","Vitamins & Supplements","Vitamin D","51","43.83","60","15","2","1/2/2028","1055203","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2560","MARTIFUR 100MG 1X15","","MARTIN @ HARRIS","","","Skin Care1","Vitamin D","77.52","72.9","91.2","15","3","1/6/2027","1055180","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2572","ZOLMIST NASAL SPRAY 1*1","","ABC","","","Vitamins & Supplements","Vitamin D","626.78","561.82","737.39","15","1","1/7/2026","1055035","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2583","ENO FRUIT SALT (LEMON) 100GM","","GLAXO SMITHKLINE","","","Skin Care","Acne Treatment","51","46.29","60","15","1","","1054408","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2586","DETTOL LIQUID 500ML","","RECKITT BENCKISER","","","Diabetes Care","Long-Acting Insulin","220.15","213.33","259","15","2","1/12/2028","1054378","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2602","T KNEE CAP PAIR XXL","","FRANCO INDIAN PHARMA","","","Children's Medicine","wewerwer","356.15","199.52","419","15","1","","1053541","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2612","ATORVA 40 TAB 1*10","","CADILA","","","Children's Medicine","wewerwer","175.27","157.1","206.2","15","6","","1053403","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2634","CALCIT SG CAPS 1*10","","CADILA","","","Allergy Relief","Antihistamines","541.11","485","636.6","15","10","1/2/2027","1052854","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2402","PEDIASURE CHOCOLATE 200GM 200G","","ABBOTT LABS INDIA PVT. LTD.","","","Mental Health","Anxiety & Panic Care","386.75","350.88","455","15","3","","1055918","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:00:36 pm"
"MED-2436","T SCROTAL SUPPORT M M","","INTAS GENRIC","","","Cold & Flu","Decongestants","423.3","498","498","15","0","","1055794","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2443","T HERNIA BELT XL XL","","INTAS GENRIC","","","Skin Care1","Vitamin D","625.6","736","736","15","2","","1055768","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2467","T ARM SLING XL XL","","INTAS GENRIC","","","Skin Care","Eczema Relief","365.5","204.76","430","15","3","","1055690","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2489","SUALIN JAR 400TAB 1*1","","INTAS GENRIC","","","Cardiovascular","Statins","3.99","3.35","4.69","15","61","","1055606","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2498","CHYMOTAS FORTE TAB 1*20","","INTAS","","","Skin Care","Acne Treatment","412.76","38.4","485.6","15","9","1/1/2027","1055566","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2500","ALLEGRA DUO NASAL SPRAY 1*1","","SANOFI","","","Allergy Relief","Nasal Sprays1","421.55","377.52","495.94","15","7","1/3/2027","1055554","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2510","PULS OXIMETER ACCUSURE","","FRANCO INDIAN PHARMA","","","Cold & Flu","Decongestants","1832.01","758.93","2155.31","15","0","","1055509","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2521","T TENNIS ELBOW SUPPORT S","","FRANCO INDIAN PHARMA","","","Cardiovascular","Statins","283.05","333","333","15","2","","1055474","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2523","T TENNIS ELBOW SUPPORT L","","FRANCO INDIAN PHARMA","","","Skin Care","Antifungal","283.05","333","333","15","2","1/1/2028","1055466","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2524","T ROM KNEE BRACE 1","","FRANCO INDIAN PHARMA","","","Cold & Flu","Fever Reducers","2310.3","2718","2718","15","2","","1055462","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2536","DETTOL 60ML 60ML","","RECKITT BENCKISER","","","Antibiotics","Macrolides","34.2","34.66","40.24","15","4","","1055353","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2549","T PHILADELFIA COLLAR L L","","FRANCO INDIAN PHARMA","","","Digestive Health","Antacids","1004.7","562.86","1182","15","2","","1055238","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2558","JOHNSON GIFT PACK 1","","JOHNSON","","","Allergy Relief","Nasal Sprays1","586.5","389.8","690","15","1","","1055189","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2567","T OPEN PATELLA KNEE CAP L","","FRANCO INDIAN PHARMA","","","Children's Medicine","Antifungal","438.6","245.71","516","15","4","","1055113","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2415","ENSURE DIABETIC VANILA 375G","","ABBOTT LABS INDIA PVT. LTD.","","","Allergy Relief","Antihistamines","782","797.33","920","15","0","1/3/2026","1055884","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2416","ENSURE CHOCOLATE 375GM 375 GM","","ABBOTT LABS INDIA PVT. LTD.","","","Children's Medicine","wewerwer","635.34","555.19","747.46","15","2","1/6/2026","1055880","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2419","DROTIN SYP 100ml","","OTHER PRODUCTS","","","Allergy Relief","Nasal Sprays1","190.34","159.95","223.93","15","2","1/8/2027","1055865","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2438","T ROUND RING COSHION UNI UNI","","INTAS GENRIC","","","Pain Relief","Joint Pain","1313.25","1545","1545","15","0","","1055786","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2442","T LUMBO SACRAL BELT L L","","INTAS GENRIC","","","Diabetes Care","Oral Hypoglycemics","923.95","518.1","1087","15","3","","1055771","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 3:18:33 pm"
"MED-2466","T BACK REST FULL 1*1","","INTAS GENRIC","","","Vitamins & Supplements","Multivitamins","1692.35","1991","1991","15","0","","1055694","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2472","OMNIGEL SPRAY 35GM 35GM","","INTAS GENRIC","","","Allergy Relief","Antihistamines","122.74","68.75","144.4","15","1","1/3/2027","1055668","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2481","GLIMISAVE MV 2 FORTE 1*15","","INTAS GENRIC","","","Mental Health","Anxiety & Panic Care","245.82","206.55","289.2","15","1","1/2/2028","1055639","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2502","NOVALGIN NU TAB 1*10","","SANOFI","","","Digestive Health","Antacids","31.03","27.8","36.5","15","9","1/2/2026","1055546","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2511","ACCUSURE NON CONTACT 1","","FRANCO INDIAN PHARMA","","","Children's Medicine","wewerwer","1508.93","1009","1775.21","15","0","","1055506","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2514","GLYCOLATE 1 TAB 1*10","","OTHER PRODUCTS","","","Cardiovascular","Beta Blockers","93.25","83.6","109.7","15","4","1/5/2027","1055497","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2516","ACCUSURE BP AS05 1","","FRANCO INDIAN PHARMA","","","Digestive Health","Antacids","1991.39","1300","2342.81","15","0","","1055492","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2535","DISPRIN TAB 1*10","","RECKITT BENCKISER","","","Skin Care","Antifungal","5.95","5.8","7","15","8","1/9/2028","1055354","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2539","KARVOL PLUS CAP 10^S 1*15","","SOLVAY","","","Antibiotics","Cephalosporins","128.78","108.75","151.5","15","6","1/9/2027","1055343","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 8:53:09 pm"
"MED-2541","UDILIV 600 1*10","","SOLVAY","","","Cold & Flu","Fever Reducers","786.34","704.9","925.1","15","5","1/1/2028","1055335","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2559","EAR BUDS JONSONS 60S 1","","JOHNSON","","","Diabetes Care","Long-Acting Insulin","59.5","57.48","70","15","5","1/2/2028","1055188","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2581","DYNAPAR AQ INJ 1","","TRIOKAA","","","Allergy Relief","Nasal Sprays1","34.26","31.21","40.31","15","24","1/3/2027","1054507","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 12:13:32 am"
"MED-2594","EMOFORM  PASTE 150GM","","JL MORISON","","","Cardiovascular","ACE Inhibitors","148.75","135","175","15","1","1/7/2027","1054202","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2596","EMOFORM R PASTE 100GM","","JL MORISON","","","Children's Medicine","wewerwer","132.36","148.31","155.72","15","3","1/6/2027","1054200","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-2622","TINIBA 500MG TAB 1*10","","CADILA","","","Skin Care1","Vitamin D","121.55","102.1","143","15","2","1/11/2027","1053250","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2628","MEVA C CAP 1*10","","CADILA","","","Digestive Health","Antacids","301.33","253.2","354.5","15","3","1/8/2026","1052957","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2423","ENSURE PLUS VANILA 1KG 1X1KG","","INTAS GENRIC","","","Diabetes Care","Oral Hypoglycemics","1387.91","1590.39","1632.84","15","0","1/4/2026","1055856","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2425","T WHEEL CHAIR UNI UNI","","INTAS GENRIC","","","Skin Care","Antifungal","7650","4000","9000","15","4","","1055844","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2428","T TYNOCREPE 6CM 6CM","","INTAS GENRIC","","","Allergy Relief","Nasal Sprays1","220.15","72.8","259","15","1","","1055830","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 3:11:14 pm"
"MED-2451","T FOOT DROP SPLINT MEDIUM LEFT M","","INTAS GENRIC","","","Diabetes Care","Long-Acting Insulin","1105","1300","1300","15","1","","1055741","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2456","T COMP STOCK BELOW KNEE M M","","INTAS GENRIC","","","Vitamins & Supplements","Multivitamins","809.2","453.33","952","15","1","","1055725","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 6:16:44 pm"
"MED-2480","IBUGESIC ASP TAB 1*10","","INTAS GENRIC","","","Skin Care1","Vitamin D","73.44","26","86.4","15","20","1/4/2027","1055643","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 2:56:24 pm"
"MED-2482","GABAPIN NT-200 TAB 1*15","","INTAS GENRIC","","","Cardiovascular","ACE Inhibitors","251.05","225","295.35","15","13","1/5/2027","1055637","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2488","ECOSPRIN GOLD 10 TAB 1*15","","INTAS GENRIC","","","Digestive Health","Laxatives","117.17","103.35","137.85","15","9","1/10/2026","1055613","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2512","ACCUSURE LIFE GLUCOMETR 1","","FRANCO INDIAN PHARMA","","","Antibiotics","Cephalosporins","796.08","357.14","936.56","15","3","","1055503","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 11:22:32 am"
"MED-2529","HUMAN MIXTARD 50/50 10ML","","NOVO NORDISK","","","Children's Medicine","wewerwer","248.46","233.84","292.3","15","2","1/7/2027","1055377","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2537","UDILIV 150MG TAB 1*15","","SOLVAY","","","Children's Medicine","Antifungal","407.24","401.55","479.1","15","9","1/7/2027","1055349","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2615","XET CR 12.5 1*10","","CADILA","","","Cold & Flu","Decongestants","212.42","190.4","249.9","15","4","1/9/2026","1053329","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2625","FLUDAC 20 MG 1*15","","CADILA","","","Pain Relief","Muscle Pain","53.42","47.85","62.85","15","5","1/9/2027","1053035","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2644","CADILOSE SYP 250ML 1","","CADILA","","","Children's Medicine","Antifungal","279.65","250.67","329","15","2","1/9/2026","1052563","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2672","GLUCON D ORANGE 100GM","","GENERAL","","","Digestive Health","Laxatives","47.6","42","56","15","4","1/9/2026","1051968","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2687","JOHNSON BABY POWDER 200G 1*200GM","","GENERAL","","","Skin Care","Acne Treatment","39100","33600","46000","15","0","","1051752","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2711","T ELASTIC SHOULDER IMOBLISER L","","FRANCO INDIAN PHARMA","","","Skin Care1","Vitamin D","914.6","1076","1076","15","2","","1051492","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2712","GUDCEF-200 10TAB","","LIFE STAR PHARMA PVT.LTD.","","","Allergy Relief","Nasal Sprays1","15.8","15.57","18.59","15","34","1/4/2027","1051447","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-2733","ODOMOS CREAM 100GM 1*100GM","","COSMETICS ITEMS","","","Mental Health","Anxiety & Panic Care","10200","9245","12000","15","0","1/4/2027","1051044","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2742","HINGOLI JAR","","COSMETICS ITEMS","","","Antibiotics","Macrolides","0.8","0.89","0.94","15","269","1/6/2027","1050885","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2789","T CERVICAL COLLAR SOFT M M","","FRANCO INDIAN PHARMA","","","Antibiotics","Cephalosporins","362.1","202.86","426","15","1","","1048681","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2828","THYRONORM 150-MG TAB 1","","ABBOTT LABS INDIA PVT. LTD.","","","Allergy Relief","Nasal Sprays1","197.58","166.03","232.45","15","6","1/6/2027","1047828","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2865","ACCU PAPER TAPE 5 MTR 7.5CM 7.5CM","","FRANCO INDIAN PHARMA","","","Pain Relief","Joint Pain","434.3","40","510.94","15","2","1/5/2028","1046585","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2876","DROTIN TAB 1*15","","WALTER BUSHNELL","","","Mental Health","Anxiety & Panic Care","122.66","109.95","144.3","15","2","1/5/2027","1046199","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 12:50:43 am"
"MED-2647","ZYTANIX 5MG 1*15","","CADILA","","","Vitamins & Supplements","Omega-3 Fatty Acids","425.34","381.6","500.4","15","6","1/12/2026","1052505","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2651","P ZIDE 1000 1*10","","LE SANTE","","","Allergy Relief","Antihistamines","93.93","85.6","110.5","15","4","1/11/2028","1052324","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:55:31 pm"
"MED-2653","BOURN VITA 500GM","","GENERAL","","","Vitamins & Supplements","Omega-3 Fatty Acids","223.55","215.24","263","15","2","","1052253","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2692","AMRIT DHARA 12GM 1*12GM","","GENERAL","","","Children's Medicine","wewerwer","1122","1020","1320","15","0","","1051696","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2693","STAYFREE SECURE XL 8S 1 PCS","","GENERAL","","","Cardiovascular","ACE Inhibitors","70.55","68","83","15","5","1/1/2028","1051581","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2699","MAMY POKO PANTS M-4 PCS","","GENERAL","","","Skin Care1","Vitamin D","38.25","35.71","45","15","3","","1051565","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2713","ARNICA OIL 100ML (DAB) 1","","COSMETICS (DABUR)","","","Allergy Relief","Nasal Sprays1","51.8","47","60.94","15","1","1/10/2027","1051407","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2760","MOUTH FRESHNER SPRAY PCS","","COSMETICS ITEMS","","","Allergy Relief","Antihistamines","74.88","67.8","88.09","15","2","1/1/2027","1050433","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2774","ORAL B BRUSH REGULAR H","","COSMETICS (ORAL B)","","","Cardiovascular","ACE Inhibitors","17","11.43","20","15","10","","1050183","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2785","TUSQ-DX SYP 100 ML","","BLUE CROSS","","","Allergy Relief","Antihistamines","87.66","78.57","103.13","15","7","1/6/2027","1049149","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2798","BRUFEN 200MG TAB 1*15","","ABBOTT LABS INDIA PVT. LTD.","","","Mental Health","Anxiety & Panic Care","10.2","8.55","12","15","3","1/4/2028","1047961","No","No","Yes","11/12/2025, 6:25:24 pm","28/2/2026, 8:17:23 pm"
"MED-2799","T CERVICAL COLLAR SOFT L","","FRANCO INDIAN PHARMA","","","Allergy Relief","Antihistamines","362.1","202.86","426","15","0","","1047951","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2805","DIGENE POUND (ORANGE) 200ML","","ABBOTT LABS INDIA PVT. LTD.","","","Mental Health","Anxiety & Panic Care","148.99","125.2","175.28","15","0","1/6/2027","1047936","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2810","SIMILAC ADVANCE 2 400GM","","ABBOTT LABS INDIA PVT. LTD.","","","Pain Relief","Headache Relief","684.25","701.78","805","15","6","1/5/2027","1047919","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2832","THYRONORM 125MCG 1","","ABBOTT LABS INDIA PVT. LTD.","","","Skin Care","Eczema Relief","184.14","165.05","216.63","15","4","1/8/2027","1047819","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 3:00:36 pm"
"MED-2859","BETADINE GARGEL 50 ML 50ML","","WIN MEDICARE LTD.","","","Skin Care","Eczema Relief","161.76","145.1","190.31","15","4","1/4/2027","1046783","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2860","ACCUSURE LIFE STRIP 25 STRIP","","FRANCO INDIAN PHARMA","","","Digestive Health","Antacids","474.14","323.81","557.81","15","4","1/4/2027","1046774","No","No","Yes","11/12/2025, 6:25:24 pm","1/3/2026, 11:22:32 am"
"MED-2663","ROOM FRESHNER (AIR) PCS","","GENERAL","","","Children's Medicine","Antifungal","74.88","72.03","88.09","15","0","","1052075","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2668","YOGI KANTHIKA 70TAB","","GENERAL","","","Cold & Flu","Decongestants","39.85","37.2","46.88","15","4","1/1/2027","1051975","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 1:59:34 pm"
"MED-2684","JOHNSON BABY SOAP 100GM 100GM","","GENERAL","","","Skin Care1","Vitamin D","0","0","0","0","0","","1051759","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2685","JOHNSON BABY OIL 100ML 1*100ML","","GENERAL","","","Antibiotics","Macrolides","12750","10960","15000","15","0","","1051757","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2726","MAHA BHIRNGOL OIL (BIG) 100ML","","COSMETICS ITEMS","","","Digestive Health","Laxatives","72.25","59.05","85","15","1","","1051231","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
"MED-2804","THYRONORM 100MG 120","","ABBOTT LABS INDIA PVT. LTD.","","","Mental Health","Anxiety & Panic Care","1.44","1.29","1.69","15","858","1/7/2027","1047939","No","No","Yes","11/12/2025, 6:25:24 pm","27/2/2026, 10:21:55 pm"
"MED-2817","OBIMET SR 1GM TAB 1X15","","ABBOTT LABS INDIA PVT. LTD.","","","Antibiotics","Macrolides","55.08","49.35","64.8","15","2","1/4/2028","1047886","No","No","Yes","11/12/2025, 6:25:24 pm","19/2/2026, 4:08:15 pm"
